customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ServiceCount,InternetScore,AvgServiceUsageScore,Churn
3376-BMGFE,Female,0,No,No,4,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),70.9,273,1,40,14.783875981616504,Yes
5997-OPVFA,Male,0,Yes,No,72,1,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),,6254.45,7,20,,No
3445-HXXGF,Male,1,Yes,No,58,0,No phone service,DSL,0,1,1,0,0,1,Month-to-month,Yes,Electronic check,45.3,2651.2,3,20,20.433094855617043,Yes
1159-WFSGR,Female,0,Yes,Yes,16,1,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,20.4,321.4,1,0,9.186642071783343,No
7654-YWJUF,Male,0,Yes,No,43,1,No,Fiber optic,1,0,1,1,0,0,One year,Yes,Bank transfer (automatic),84.25,3539.25,4,40,23.810513180713052,No
1875-QIVME,Female,0,Yes,No,2,1,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,104.4,242.8,5,40,36.58453330755399,Yes
6727-IOTLZ,Male,0,Yes,No,14,1,No,DSL,0,1,1,1,1,1,Two year,No,Mailed check,81.95,1181.75,6,20,21.69765363221005,No
0691-JVSYA,Female,0,Yes,No,53,1,No,Fiber optic,0,0,1,0,1,1,One year,Yes,Bank transfer (automatic),94.85,5000.2,4,40,22.712550842606806,Yes
5918-VUKWP,Female,0,No,No,32,1,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.55,654.55,1,0,5.963921047160737,No
1744-JHKYS,Female,0,Yes,No,34,1,Yes,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,24.7,780.2,1,0,0.0,No
2656-FMOKZ,Female,1,No,No,15,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,74.45,1145.7,1,40,18.532627582270067,Yes
2070-FNEXE,Female,1,No,No,7,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),76.45,503.6,2,40,22.66263604340424,Yes
5947-SGKCL,Female,0,Yes,Yes,15,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,5,40,29.27224724067814,No
3712-PKXZA,Male,0,Yes,No,61,1,No,No,0,0,0,0,0,0,One year,Yes,Credit card (automatic),20.55,1252,1,0,0.0,No
6317-YPKDH,Female,0,No,No,1,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,20,5.543105379623308,Yes
6582-OIVSP,Female,0,No,No,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,45.3,45.3,1,20,9.018277099244667,No
9367-WXLCH,Male,0,No,No,8,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Bank transfer (automatic),84.5,662.65,2,40,22.895496237158447,Yes
5524-KHNJP,Male,0,Yes,Yes,33,1,No,DSL,1,0,1,0,1,1,One year,No,Credit card (automatic),74.75,2453.3,5,20,,No
1918-ZBFQJ,Female,0,No,No,13,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,79.25,1111.65,3,40,13.609337794834234,Yes
1024-GUALD,Female,0,Yes,No,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,24.8,24.8,0,20,7.222429158439374,Yes
4827-USJHP,Male,0,No,No,20,1,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,51.8,1023.85,2,20,11.195052638594781,No
8167-GJLRN,Male,0,No,No,3,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,No,Electronic check,30.4,82.15,1,20,11.652073641267833,No
0956-SYCWG,Female,0,No,No,13,1,No,No,0,0,0,0,0,0,One year,No,Electronic check,19.65,244.8,1,0,3.747745525572269,No
8017-UVSZU,Female,0,Yes,No,40,1,Yes,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),56.6,2379.1,2,20,7.633244218750257,No
7100-FQPRV,Male,0,Yes,Yes,43,1,Yes,DSL,1,0,0,1,0,1,One year,Yes,Credit card (automatic),71.9,3173.35,4,20,17.527609443212114,No
2472-OVKUP,Male,0,Yes,No,6,1,No,Fiber optic,0,1,1,0,0,1,Month-to-month,Yes,Electronic check,91.0,531,4,40,36.48432142324121,Yes
2984-RGEYA,Female,0,Yes,Yes,69,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.75,1375.4,1,0,1.562603906556331,No
9680-NIAUV,Female,0,Yes,Yes,72,1,Yes,Fiber optic,1,1,1,0,1,1,Two year,No,Credit card (automatic),109.7,8129.3,6,40,35.345279377910664,No
2146-EGVDT,Male,0,Yes,Yes,59,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),,1192.7,1,0,,No
2604-IJPDU,Female,0,Yes,No,20,1,No,Fiber optic,1,1,0,1,1,0,Month-to-month,Yes,Electronic check,96.55,1901.65,5,40,30.488974669719624,No
9178-JHUVJ,Male,0,Yes,Yes,24,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),24.1,587.4,1,0,5.726215803353,No
6168-YBYNP,Male,0,No,No,59,1,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,111.35,6519.75,6,40,28.14710216061936,No
7255-SSFBC,Male,0,Yes,Yes,72,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),112.25,8041.65,6,40,27.454874992253192,No
3645-DEYGF,Male,0,No,Yes,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.75,20.75,1,0,5.935170384045878,No
9323-HGFWY,Female,0,Yes,No,27,1,No,Fiber optic,1,0,0,1,1,1,One year,Yes,Credit card (automatic),101.9,2681.15,5,40,31.71921812387928,No
8544-GOQSH,Female,0,No,No,14,1,No,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,3,40,,No
3363-DTIVD,Male,0,Yes,Yes,71,1,Yes,Fiber optic,1,0,1,0,1,1,Two year,No,Electronic check,105.55,7405.5,5,40,32.452884273006255,No
7018-WBJNK,Male,0,No,Yes,13,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,2,40,18.500527862717785,No
9142-KZXOP,Male,0,No,No,44,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),68.85,2958.95,1,40,16.728958485045396,No
7674-YTAFD,Female,0,No,No,33,1,No,Fiber optic,0,1,0,1,0,0,One year,Yes,Bank transfer (automatic),79.95,2684.85,3,40,14.160198058228723,No
6348-SNFUS,Male,0,Yes,Yes,72,0,No phone service,DSL,1,1,1,1,0,1,Two year,Yes,Credit card (automatic),55.45,4179.2,5,20,19.951014637650626,No
1285-OKIPP,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,79.9,79.9,2,40,,Yes
7825-ECJRF,Female,0,No,No,19,1,No,Fiber optic,1,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.6,1934.45,6,40,31.808260852190138,Yes
1347-KTTTA,Male,0,Yes,No,64,1,No,Fiber optic,0,1,1,1,1,1,One year,Yes,Credit card (automatic),102.45,6654.1,6,40,22.996915416908795,No
7841-TZDMQ,Male,0,No,No,2,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,20,10.391033682131182,Yes
4195-NZGTA,Female,0,No,No,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.25,25.25,0,20,7.591155864220292,No
7157-SMCFK,Male,0,No,Yes,61,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,1124.2,1,0,3.2856291393156867,No
4709-LKHYG,Female,0,Yes,Yes,29,1,No,No,0,0,0,0,0,0,One year,No,Electronic check,20.0,540.05,1,0,0.0,No
2504-DSHIH,Male,1,Yes,No,23,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,,1975.85,2,40,,No
0699-NDKJM,Female,0,Yes,No,57,0,No phone service,DSL,1,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,5,20,14.535647618936611,No
9286-BHDQG,Male,0,Yes,Yes,72,0,No phone service,DSL,1,1,1,1,0,0,Two year,No,Credit card (automatic),45.25,3139.8,4,20,22.410326528853393,No
0230-WEQUW,Male,0,Yes,No,66,0,No phone service,DSL,1,1,1,1,1,0,Two year,Yes,Bank transfer (automatic),56.6,3789.2,5,20,15.405954147943753,No
2040-LDIWQ,Male,0,Yes,Yes,65,1,Yes,DSL,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),84.2,5324.5,6,20,26.464587184703998,No
6496-JDSSB,Female,0,No,No,8,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,2,40,15.273627240307327,No
9408-SSNVZ,Female,0,No,No,4,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.15,268.35,1,40,21.1568847988977,Yes
4443-EMBNA,Female,0,Yes,No,71,1,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),,1836.9,1,0,,No
6469-MRVET,Male,0,Yes,Yes,1,1,No,No,0,0,0,0,0,0,One year,Yes,Electronic check,20.2,20.2,1,0,2.131064641980055,No
0742-MOABM,Male,0,Yes,No,4,1,No,DSL,0,0,0,1,0,0,Month-to-month,No,Mailed check,,179.35,2,20,,Yes
5961-VUSRV,Female,0,No,No,12,1,No,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),19.35,219.35,1,0,6.527107652488967,No
6778-JFCMK,Male,0,No,No,24,0,No phone service,DSL,1,0,0,0,1,1,One year,Yes,Mailed check,50.6,1288.75,3,20,14.044035909213536,No
6341-JVQGF,Female,0,Yes,Yes,31,1,No,DSL,1,0,1,1,1,1,One year,Yes,Mailed check,81.15,2545.75,6,20,26.67731741464443,No
2232-DMLXU,Female,0,Yes,No,1,1,No,DSL,0,0,0,0,1,0,Month-to-month,No,Mailed check,55.2,55.2,2,20,18.500772747840244,Yes
4811-JBUVU,Male,0,No,No,30,1,Yes,Fiber optic,0,0,0,1,0,1,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,3,40,27.382876420578217,No
0945-TSONX,Female,0,Yes,Yes,47,1,Yes,DSL,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),85.3,4107.25,6,20,29.916911102011923,No
2651-ZCBXV,Male,0,No,No,54,1,Yes,Fiber optic,1,1,0,1,1,1,Two year,Yes,Credit card (automatic),108.0,5760.65,6,40,31.3469163665319,No
3316-UWXUY,Male,0,No,No,50,1,No,Fiber optic,1,1,0,1,0,1,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,5,40,26.227258819669665,No
8937-RDTHP,Male,0,No,No,1,1,No,Fiber optic,1,0,0,0,0,1,Month-to-month,Yes,Mailed check,84.6,84.6,3,40,18.4977176182743,Yes
7083-MIOPC,Female,0,No,No,72,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.25,1566.9,1,0,6.925555225161952,No
1984-GPTEH,Female,0,No,No,29,1,Yes,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.15,702,1,0,4.006018274246144,No
1251-KRREG,Male,0,No,No,2,1,Yes,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,54.4,114.1,2,20,14.54800527174783,Yes
0621-JFHOL,Female,0,No,No,10,0,No phone service,DSL,0,0,0,1,0,0,Two year,Yes,Mailed check,29.6,299.05,1,20,9.829329455051713,No
9903-LYSAB,Male,0,Yes,No,18,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,73.15,1305.95,1,40,15.274948715402182,No
0094-OIFMO,Female,1,No,No,11,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,95.0,1120.3,4,40,34.88006479420423,Yes
9227-UAQFT,Male,0,No,No,16,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,284.35,1,0,8.154309256738657,No
7301-ABVAD,Female,0,No,No,72,1,Yes,DSL,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),86.6,6350.5,6,20,23.047599464882193,No
6614-FHDBO,Male,0,No,No,72,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,No,Bank transfer (automatic),109.2,7878.3,6,40,35.718476964449984,No
7576-ASEJU,Female,0,Yes,Yes,41,1,No,DSL,1,0,0,1,1,1,One year,Yes,Credit card (automatic),,3187.65,5,20,,No
9058-HRZSV,Female,1,Yes,No,65,1,No,Fiber optic,1,1,1,0,0,1,Month-to-month,No,Electronic check,94.4,6126.15,5,40,30.955183360701533,No
4522-AKYLR,Female,1,No,No,13,1,No,DSL,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,54.8,731.3,3,20,17.128384070287318,No
0221-WMXNQ,Male,1,No,No,4,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Electronic check,,273.4,2,40,,No
0303-UNCIP,Male,0,No,No,41,1,Yes,DSL,0,0,1,0,0,1,One year,No,Mailed check,65.0,2531.8,3,20,9.5872055913787,No
9947-OTFQU,Male,1,No,No,15,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,74.4,1074.3,2,40,22.593313343114954,Yes
0322-YINQP,Male,0,No,No,1,1,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,48.55,48.55,2,20,10.502695921357901,Yes
0959-WHOKV,Male,0,No,No,42,1,Yes,Fiber optic,1,1,1,0,0,1,One year,Yes,Electronic check,99.0,4298.45,5,40,24.273456647787643,No
4075-JFPGR,Female,0,Yes,No,51,1,No,Fiber optic,1,1,1,0,1,0,One year,Yes,Electronic check,93.5,4619.55,5,40,30.4582689744335,No
4629-NRXKX,Female,0,Yes,Yes,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,70.4,147.15,1,40,16.408495027115507,Yes
9514-JDSKI,Male,1,Yes,No,1,0,No phone service,DSL,0,1,0,0,1,0,Month-to-month,No,Electronic check,,40.2,2,20,,Yes
3282-ZISZV,Male,0,No,Yes,32,1,Yes,DSL,0,1,1,1,1,1,One year,No,Credit card (automatic),83.7,2633.3,6,20,,No
3675-YDUPJ,Male,0,No,No,10,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,,193.05,1,0,,No
4111-BNXIF,Female,0,Yes,Yes,67,0,No phone service,DSL,0,1,1,1,1,1,Two year,Yes,Electronic check,59.55,4103.9,5,20,22.863084076783377,No
7017-VFHAY,Female,0,Yes,Yes,61,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,No,Credit card (automatic),115.1,7008.15,7,40,40.943889544728286,No
6655-LHBYW,Male,0,No,No,50,1,Yes,Fiber optic,1,1,1,1,1,1,One year,No,Credit card (automatic),114.35,5791.1,7,40,35.12400330358713,No
4959-JOSRX,Female,0,Yes,No,2,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),44.6,80.55,1,20,9.33850683016365,Yes
5046-NUHWD,Female,1,Yes,No,29,0,No phone service,DSL,1,0,1,0,0,1,Month-to-month,Yes,Electronic check,45.0,1228.65,3,20,16.495099407878257,No
7273-TEFQD,Male,1,No,No,3,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,Yes,Electronic check,41.15,132.2,2,20,8.50890178605701,Yes
3606-TWKGI,Male,1,No,No,13,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,106.9,1364.3,5,40,23.179938046442548,Yes
7529-ZDFXI,Male,1,Yes,No,57,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,89.85,4925.35,3,40,21.77140697490531,No
7605-BDWDC,Female,0,No,No,31,0,No phone service,DSL,1,1,0,1,0,1,Two year,Yes,Bank transfer (automatic),49.85,1520.1,4,20,,No
1950-KSVVJ,Female,0,Yes,No,45,1,Yes,Fiber optic,1,1,1,1,1,1,One year,No,Mailed check,113.3,5032.25,7,40,36.30546660773354,No
0123-CRBRT,Female,0,Yes,Yes,61,1,Yes,DSL,1,1,1,1,1,1,Two year,No,Mailed check,88.1,5526.75,7,20,32.038191805937444,No
6292-TOSSS,Male,0,No,No,50,1,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),24.9,1195.25,1,0,7.016570025180925,No
3197-ARFOY,Female,1,No,No,19,1,No,Fiber optic,1,1,0,1,1,1,Month-to-month,Yes,Mailed check,105.0,2007.25,6,40,29.099489207233137,No
6323-AYBRX,Male,0,No,No,59,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.35,1099.6,1,0,7.703442529180814,Yes
7014-ZZXAW,Female,0,Yes,No,71,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),24.25,1732.95,1,0,11.496344937813703,No
4385-GZQXV,Female,1,No,No,16,1,No,Fiber optic,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,,1511.2,4,40,,Yes
7633-MVPUY,Male,0,Yes,No,57,1,No,DSL,1,1,0,1,0,0,Two year,Yes,Electronic check,59.75,3450.15,4,20,17.64881180635201,No
6366-ZGQGL,Male,0,No,No,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),24.8,24.8,0,20,12.216436847054883,Yes
4716-HHKQH,Male,1,Yes,No,20,1,Yes,Fiber optic,0,1,0,1,1,1,Month-to-month,No,Electronic check,107.05,2172.05,5,40,30.279875394348082,No
5940-AHUHD,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Mailed check,70.6,70.6,1,40,,Yes
6432-TWQLB,Male,0,Yes,No,5,1,Yes,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Electronic check,85.4,401.1,3,40,25.21076949952727,Yes
4484-GLZOU,Female,0,Yes,No,52,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,105.05,5624.85,5,40,31.807662171623058,Yes
3179-GBRWV,Male,1,Yes,No,21,1,No,DSL,1,1,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,4,20,24.761954144090826,No
8645-KWHJO,Male,0,No,No,14,0,No phone service,DSL,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,55.0,771.95,4,20,17.790881824892296,No
4130-MZLCC,Female,0,No,No,5,1,No,DSL,0,1,0,0,0,0,Month-to-month,No,Bank transfer (automatic),50.55,244.75,2,20,14.170620833758104,No
0314-TKOSI,Female,0,No,No,6,1,No,DSL,1,1,0,0,0,0,Month-to-month,No,Mailed check,55.15,322.9,3,20,17.110304202698686,No
8229-MYEJZ,Female,0,No,No,10,1,No,DSL,0,1,0,0,0,0,Month-to-month,No,Electronic check,51.2,498.25,2,20,7.664784753122645,No
2080-SRCDE,Female,0,No,Yes,1,1,Yes,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,25.4,25.4,1,0,5.757070073669381,No
9577-WJVCQ,Female,0,No,No,68,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,No,Mailed check,54.45,3687.75,2,20,8.017530441355234,No
9512-UIBFX,Male,0,Yes,Yes,18,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,No,Mailed check,95.15,1779.95,4,40,27.210068750626917,Yes
6202-DYYFX,Female,0,No,No,22,1,Yes,Fiber optic,0,0,0,0,0,0,One year,Yes,Credit card (automatic),76.0,1783.6,1,40,19.618792429174533,No
3808-HFKDE,Female,0,No,No,20,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,44.35,927.15,1,20,7.223654553034942,No
5583-SXDAG,Male,0,Yes,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,70.0,70,1,40,23.025506463962742,Yes
3488-PGMQJ,Male,1,No,No,8,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,,606.55,2,40,,Yes
3580-REOAC,Male,0,No,No,10,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),44.85,435.4,1,20,11.003042793741301,Yes
7534-BFESC,Male,1,No,No,24,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,76.1,1712.7,1,40,23.849077497311608,Yes
3727-OWVYD,Male,0,No,No,35,1,No,DSL,1,1,1,0,0,0,One year,No,Mailed check,61.2,2021.2,4,20,14.718374173346257,No
2294-SALNE,Male,0,Yes,Yes,23,1,No,Fiber optic,0,1,1,1,0,0,One year,No,Mailed check,86.8,1940.8,4,40,27.083102414845857,No
4847-TAJYI,Female,1,No,No,6,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,89.35,567.8,3,40,26.192993580338157,No
1563-IWQEX,Female,0,No,No,12,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,,220.35,1,0,,No
8203-XJZRC,Male,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.25,20.25,1,0,1.0138292126695028,No
6556-DBKZF,Female,0,Yes,Yes,71,1,No,Fiber optic,0,0,1,0,0,0,Two year,No,Electronic check,76.05,5436.45,2,40,15.849262684478443,No
6851-WEFYX,Male,1,Yes,No,35,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,100.8,3437.5,4,40,26.082216538920854,No
2985-JUUBZ,Male,0,Yes,Yes,40,1,Yes,DSL,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,,3015.75,4,20,,No
6390-DSAZX,Female,0,No,Yes,1,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,73.6,73.6,2,40,17.446489950567944,Yes
0895-LMRSF,Male,0,No,No,23,1,No,DSL,0,0,0,0,1,1,One year,Yes,Bank transfer (automatic),,1509.8,3,20,,No
8098-LLAZX,Female,1,No,No,4,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,95.45,396.1,3,40,21.12321124491621,Yes
8266-VBFQL,Male,0,No,No,4,1,No,Fiber optic,0,0,1,1,0,1,Month-to-month,Yes,Electronic check,90.4,356.65,4,40,16.075922524671764,No
8181-YHCMF,Female,0,Yes,Yes,68,0,No phone service,DSL,0,1,1,1,1,1,Two year,No,Credit card (automatic),,4109,5,20,,No
2240-HSJQD,Male,0,No,Yes,38,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,81.85,3141.7,2,40,19.959227434107174,No
1248-DYXUB,Male,0,Yes,Yes,52,1,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,24.8,1229.1,1,0,0.0,No
0265-EDXBD,Male,1,Yes,No,32,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.9,2303.35,1,40,19.890776461950324,Yes
4115-BNPJY,Male,0,Yes,Yes,29,1,No,DSL,0,0,1,1,1,1,Two year,No,Mailed check,75.55,2054.4,5,20,22.285731354744733,No
3167-SNQPL,Male,1,Yes,Yes,38,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,No,Electronic check,101.15,3741.85,4,40,22.456752160610918,No
4091-TVOCN,Male,0,No,Yes,48,1,Yes,DSL,1,0,1,0,1,1,One year,Yes,Credit card (automatic),,3682.45,5,20,,No
1098-TDVUQ,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,1,0,4.921298992498593,No
7277-OZCGZ,Female,0,No,No,22,1,No,Fiber optic,1,0,0,1,0,1,Month-to-month,Yes,Electronic check,89.05,1886.25,4,40,21.047718335471426,No
1557-EMYVT,Female,0,No,No,43,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,No,Credit card (automatic),115.05,4895.1,7,40,33.4194311225183,No
2799-ARNLO,Female,1,Yes,No,5,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.35,341.6,1,40,13.243102061435668,No
7563-BIUPC,Male,0,No,No,5,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,80.6,415.55,2,40,16.36121159829454,Yes
5027-YOCXN,Male,0,Yes,Yes,51,1,Yes,Fiber optic,1,1,0,1,1,1,One year,No,Credit card (automatic),110.05,5686.4,6,40,28.815174974164986,No
3973-SKMLN,Male,0,No,No,71,1,No,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),19.9,1355.1,1,0,0.4596361414624597,No
2321-OMBXY,Female,0,Yes,Yes,38,1,No,DSL,1,1,0,1,1,1,One year,No,Credit card (automatic),80.3,3058.65,6,20,25.624340897735728,Yes
2840-XANRC,Male,1,Yes,No,24,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,93.15,2231.05,4,40,15.41718157941249,Yes
6745-JEFZB,Male,0,Yes,No,35,1,Yes,Fiber optic,0,0,0,1,1,0,Month-to-month,Yes,Credit card (automatic),,3236.35,3,40,,No
5020-ZSTTY,Female,1,No,No,54,1,Yes,DSL,1,1,0,1,1,1,One year,No,Bank transfer (automatic),82.45,4350.1,6,20,19.999492196817773,Yes
9880-TDQAC,Female,0,Yes,Yes,72,0,No phone service,DSL,0,1,1,1,1,1,Two year,Yes,Electronic check,60.0,4264,5,20,18.607798998921815,No
8705-WZCYL,Male,0,No,No,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,44.8,44.8,1,20,15.26844319211608,No
7102-JJVTX,Female,0,Yes,Yes,9,1,No,DSL,1,0,0,0,0,0,One year,No,Mailed check,48.6,422.3,2,20,10.77722766895644,No
8626-PTQGE,Male,0,No,No,69,0,No phone service,DSL,1,1,0,1,1,1,Two year,Yes,Bank transfer (automatic),60.05,4176.7,5,20,15.298284568036191,No
4983-CLMLV,Female,0,Yes,No,52,1,Yes,Fiber optic,0,1,0,1,1,1,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,5,40,26.696880733553126,No
5701-YVSVF,Female,1,Yes,No,11,1,No,Fiber optic,0,0,0,1,1,0,Month-to-month,Yes,Electronic check,,880.05,3,40,,No
5804-LEPIM,Female,1,No,No,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,70.35,139.05,1,40,15.31268547930758,Yes
5697-GOMBF,Female,1,Yes,Yes,28,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,35.9,973.65,1,20,6.455088317336948,No
2739-CACDQ,Female,1,No,No,17,1,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,2,40,15.303693655762952,No
9385-EHGDO,Female,0,Yes,Yes,35,1,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,19.85,739.35,1,0,,No
9498-FIMXL,Female,0,No,No,8,1,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.2,161.95,1,0,0.15140338596525726,No
2379-GYFLQ,Male,0,No,No,46,1,Yes,Fiber optic,0,1,1,0,1,0,One year,Yes,Credit card (automatic),94.9,4422.95,4,40,28.614237089302183,No
0122-OAHPZ,Female,0,No,No,7,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,73.85,511.25,1,40,19.931429893528804,Yes
2868-SNELZ,Female,0,No,No,2,1,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Mailed check,80.6,155.8,2,40,17.245126898943763,Yes
